Database;Keyword;Seed keyword;Page;Topic;Page type;Tags;Volume;Keyword Difficulty;CPC (USD);Competitive Density;Number of Results;Intent;SERP Features;Trend;Click potential;Content references;Competitors
de;wordpress homepage erstellen lassen;homepage erstellen lassen;;Website & Shops;;;320;16;Dez 17;0.09;131;Informational;Video Carousel, People Also Ask, Related Searches, Adwords Middle, AI Overview, Site Links, Video, Adwords Top;0.10,1.00,1.00,0.66,0.66,0.66,1.00,0.81,0.66,0.66,0.81,0.81;20;;
de;homepage erstellen lassen preise;homepage erstellen lassen;;Website & Shops;;;260;20;Apr 51;0.33;134;Informational;Video, Video Carousel, People Also Ask, Related Searches, Adwords Middle, AI Overview, Reviews;0.22,1.00,1.00,0.81,0.29,0.54,0.43,0.54,0.35,0.22,0.35,0.35;90;;
de;kosten homepage erstellen lassen;homepage erstellen lassen;;Website & Shops;;;260;30;Apr 20;0.64;136;Informational;Adwords Bottom, People Also Ask, Related Searches, Adwords Middle, AI Overview, Site Links, Reviews, Video;0.22,0.81,1.00,1.00,0.43,0.43,0.22,0.54,0.22,0.29,0.22,0.18;20;;
de;onlineshop erstellen lassen kosten;onlineshop erstellen lassen;;Website & Shops;;;260;10;Jul 44;0.26;137;Informational;Site Links, Video, People Also Ask, Related Searches, AI Overview;0.23,1.00,1.00,0.82,0.53,0.53,0.82,0.82,0.53,0.35,0.53,0.53;20;;
de;professionellen onlineshop erstellen lassen;onlineshop erstellen lassen;;Website & Shops;;;260;13;17.26;0.25;132;Informational;Video, People Also Ask, Related Searches, AI Overview;0.35,1.00,0.81,0.43,0.66,0.66,1.00,1.00,0.66,0.54,0.66,0.66;90;;
de;website relaunch checkliste;website relaunch;;Website & Shops;;;260;8;Mai 28;0.22;106;Informational;Site Links, Reviews, Video, Video Carousel, People Also Ask, Adwords Middle, AI Overview;0.28,1.00,1.00,1.00,0.82,1.00,0.82,0.66,0.66,0.82,0.53,1.00;20;;
de;website wartung wordpress;website wartung;;Website & Shops;;;260;14;0.00;0.33;133;Informational;Reviews, Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links;0.22,1.00,1.00,0.66,0.81,0.66,0.66,0.66,0.54,0.43,0.43,0.54;20;;
de;angebot webdesign;webdesign;;Website & Shops;;;210;7;Apr 80;0.24;150000000;Informational;Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.17,0.14,0.14,0.26,0.09,0.11,0.11,0.14,0.11,0.09,0.17,0.14;75;;
us;best website design 2025;website trends;;Website & Shops;;;210;19;Mrz 64;0.56;113;Commercial;AI Overview, Image Pack, Site Links, Video, Video Carousel, Related Searches;1.00,0.65,1.00,0.53,0.65,0.12,0.81,0.43,0.53,0.81,0.06,0.21;20;;
de;besucher website;website besucher;;Website & Shops;;;210;24;Feb 18;0.13;120;Informational, Commercial;Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Video, Adwords Bottom;0.22,0.22,0.14,1.00,0.35,0.29,0.18,0.35,0.18,0.22,0.22,0.66;20;;
de;kosten für webdesign;webdesign;;Website & Shops;;;210;16;Feb 39;0.47;120;Informational;Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.23,0.53,0.35,1.00,0.35,0.23,0.17,0.28,0.23,0.35,0.17,0.28;20;;
de;website besucher;website besucher;;Website & Shops;;;210;27;Feb 18;0.13;130;Informational, Commercial;Site Links, Video, Video Carousel, People Also Ask, Related Searches, Knowledge Panel;0.05,0.39,0.32,0.48,0.32,0.21,0.14,0.14,0.03,0.21,0.21,0.72;20;;
de;website besucher identifizieren;website besucher;;Website & Shops;;;210;8;Apr 15;0.32;126;Informational, Commercial;AI Overview, Site Links, Reviews, Video, People Also Ask, Related Searches;0.15,0.81,1.00,0.65,0.53,0.65,0.81,0.81,0.65,0.65,0.81,1.00;20;;
de;barrierefreie website erstellen lassen;website erstellen lassen;;Website & Shops;;;170;26;04. Jul;0.24;136;Informational;Site Links, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, Adwords Middle, AI Overview;0.03,0.54,0.54,0.44,0.54,0.66,0.66,0.66,0.81,1.00,0.66,0.81;20;;
de;besucher einer website;website besucher;;Website & Shops;;;170;21;Feb 18;0.13;128;Informational, Commercial;Site Links, Video, Adwords Bottom, People Also Ask, Related Searches, AI Overview;0.22,0.14,0.18,0.04,0.08,0.22,0.14,0.54,0.18,0.22,0.10,0.35;20;;
us;future of web design;website trends;;Website & Shops;;;170;18;04. Apr;0.09;122;Informational;Site Links, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview;0.28,0.28,0.82,1.00,0.53,0.53,0.23,0.53,0.28,0.17,0.12,0.28;20;;
de;marketing für online shop;online marketing;;Website & Shops;;;170;23;Okt 54;0.12;132;Informational;Related Searches, AI Overview, Site Links, Video, Video Carousel, People Also Ask;0.44,0.35,0.35,1.00,0.15,0.11,0.11,0.08,0.11,0.11,0.05,0.08;20;;
de;responsive website erstellen lassen;website erstellen lassen;;Website & Shops;;;170;15;0.00;0.33;138;Informational;Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.10,0.43,0.35,0.35,0.66,0.54,0.81,0.66,0.81,0.66,1.00,1.00;20;;
at;webseitenanalyse;;;Website & Shops;;;170;24;Jan 95;0.27;136;Informational;People Also Ask, Related Searches, AI Overview, Reviews, Video;0.36,0.54,1.00,0.54,0.28,0.18,0.36,0.28,0.36,0.44,0.44,0.44;60;;
at;website monitoring;;;Website & Shops;;;170;81;Mrz 64;0.12;2210000000;Informational, Commercial;Video, Adwords Bottom, Video Carousel, Related Searches;0.04,0.08,0.12,0.54,0.04,0.04,0.04,0.54,1.00,0.04,0.19,0.04;75;;
de;website relaunch kosten;website relaunch;;Website & Shops;;;170;6;Mrz 18;0.66;115;Informational;Adwords Bottom, People Also Ask, Related Searches, AI Overview, Site Links, Reviews, Video;0.10,0.43,0.43,0.29,0.14,0.22,0.35,0.43,0.54,0.81,0.43,0.66;20;;
de;relaunch der website;website relaunch;;Website & Shops;;;140;12;Dez 51;0.40;134;Informational;AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Adwords Middle;0.35,0.35,0.43,0.66,0.17,0.17,0.23,0.28,0.35,0.35,0.35,0.35;20;;
at;seo online shop;online shop;;Website & Shops;;;140;19;0.00;0.03;133;Informational;AI Overview, Site Links, Video, People Also Ask;0.13,0.23,0.03,1.00,0.03,0.13,0.03,0.05,0.03,0.05,0.03,0.03;20;;
de;website erstellen lassen freelancer;website erstellen lassen;;Website & Shops;;;140;14;Apr 70;0.62;130;Informational;Video, Adwords Top, People Also Ask, Related Searches, Adwords Middle, AI Overview;0.15,1.00,0.81,0.81,0.15,0.21,0.34,0.34,0.21,0.28,1.00,1.00;90;;
de;b2b website relaunch;website relaunch;;Website & Shops;;;110;7;0.00;0.33;129;Informational;Video, People Also Ask, Adwords Middle, AI Overview;0.05,0.66,1.00,0.66,0.53,0.23,0.28,0.35,0.17,0.53,0.17,0.28;90;;
de;besucher website analyse;website besucher;;Website & Shops;;;110;23;Mrz 43;0.28;133;Commercial;Site Links, Video, Adwords Top, People Also Ask, Related Searches, Adwords Middle;0.05,0.23,0.17,1.00,0.28,0.23,0.23,0.28,0.23,0.23,0.28,0.66;20;;
de;kosten onlineshop erstellen lassen;onlineshop erstellen lassen;;Website & Shops;;;110;11;Jul 44;0.26;135;Informational;Site Links, Video, People Also Ask, Related Searches, AI Overview;0.42,0.53,0.34,0.53,0.26,0.26,0.34,0.26,0.26,0.15,0.19,0.26;20;;
at;website analysieren;;;Website & Shops;;;50;37;Feb 81;0.66;135;Commercial;People Also Ask, Related Searches, Reviews, Video;1.00,0.03,0.09,0.44,0.12,0.03,0.09,0.22,0.03,0.03,0.06,0.03;75;;
at;analyse homepage;;;Website & Shops;;;40;38;0.00;0.00;122;Commercial;Reviews, Video, People Also Ask, Related Searches, Adwords Middle;0.04,0.00,0.15,0.04,0.08,0.04,0.04,0.19,0.08,1.00,0.04,0.00;75;;
at;website best practices;;;Website & Shops;;;30;0;Jan 34;0.58;;;;0.11,0.33,0.11,0.11,0.33,0.22,0.22,1.00,0.11,0.22,0.11,0.56;;;
de;content creation;Content;;Social Media & Content;;;1900;30;Jan 57;0.14;129;Informational;Knowledge Panel, Reviews, Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.18,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.29,0.35,0.35,0.35;70;;
de;content creator deutsch;Content;;Social Media & Content;;;1900;29;0.31;0.10;133;Informational;Instant Answer, Reviews, Video, People Also Ask, Related Searches, AI Overview;0.15,0.10,0.05,0.08,0.08,0.10,0.24,0.36,0.66,1.00,0.43,0.66;20;;
de;content strategie;Content;;Social Media & Content;;;1900;28;Jan 73;0.10;134;Informational;Image Pack, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, Short Videos, Site Links, AI Overview;0.24,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.79,0.66,0.54,0.79;20;;
de;content creatorin;Content;;Social Media & Content;;;1300;27;0.46;0.20;127;Informational;Reviews, Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.13,0.16,0.22,0.16,0.16,0.16,0.20,0.65,0.20,0.22,0.22,0.16;75;;
de;content erstellung;Content;;Social Media & Content;;;1300;23;Jan 86;0.17;39800000;Informational;Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.55,0.81,0.81,0.81,1.00,0.81,1.00,0.36,0.81,0.55,0.81,0.81;20;;
de;content marketing strategie;Content;;Social Media & Content;;;1300;29;Feb 42;0.03;135;Informational;Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview, Site Links;0.20,0.84,0.84,0.84,1.00,1.00,1.00,1.00,0.84,0.84,0.84,0.84;20;;
de;b2b content marketing;Content;;Social Media & Content;;;1000;16;Jun 18;0.04;134;Informational;Adwords Bottom, Video Carousel, People Also Ask, AI Overview, Site Links, Video;0.08,0.81,0.81,0.81,1.00,1.00,0.62,0.62,0.62,0.55,0.55,0.62;20;;
de;seo content;Content;;Social Media & Content;;;1000;22;Feb 62;0.07;133;Informational;Adwords Bottom, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Video;0.16,0.84,1.00,0.68,0.52,0.46,0.52,0.31,0.68,0.52,0.37,0.68;20;;
de;content marketing b2b;Content;;Social Media & Content;;;720;15;0.00;0.22;137;Informational;People Also Ask, AI Overview, Image Pack, Site Links, Reviews, Video, Video Carousel;0.24,0.76,1.00,0.76,1.00,0.76,0.55,0.36,0.45,0.36,0.55,0.67;20;;
de;content marketing tools;Content;;Social Media & Content;;;720;16;Mrz 52;0.05;135;Informational;Site Links, Video, People Also Ask, Related Searches, AI Overview;0.21,0.88,0.88,0.72,0.88,1.00,0.72,1.00,0.72,0.59,0.59,0.39;20;;
de;content marketing seo;Content;;Social Media & Content;;;480;18;Feb 51;0.09;134;Informational;Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Reviews;0.14,0.88,1.00,0.59,0.48,0.32,0.32,0.32,0.48,0.48,0.39,0.48;20;;
de;content strategie entwickeln;Content;;Social Media & Content;;;480;22;Jan 73;0.19;128;Informational;AI Overview, Image Pack, Site Links, Video, People Also Ask, Related Searches;0.11,0.59,0.72,0.72,0.88,0.88,1.00,0.88,0.72,0.72,0.72,0.72;20;;
de;seo content erstellen;Content;;Social Media & Content;;;480;24;0.00;0.04;136;Informational;AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches;0.02,0.16,0.20,0.16,0.13,0.20,0.13,0.13,0.10,0.13,0.13,0.08;20;;
de;content erstellen;Content;;Social Media & Content;;;390;19;Jan 86;0.17;126;Informational;Related Searches, AI Overview, Site Links, Video, Video Carousel, People Also Ask;0.14,0.88,1.00,0.72,0.39,0.32,0.26,0.48,0.07,0.21,0.59,0.59;20;;
de;content marketing plan;Content;;Social Media & Content;;;390;7;0.00;0.03;136;Informational;AI Overview, Image Pack, Video, People Also Ask, Related Searches;0.07,0.81,0.81,0.44,0.81,1.00,0.44,0.23,0.23,0.19,0.29,0.29;90;;
de;creation content;Content;;Social Media & Content;;;390;8;Jan 73;0.19;1700000000;Informational;Video, People Also Ask, Related Searches, AI Overview;0.10,0.16,0.16,0.30,0.24,0.45,0.30,0.45,0.36,0.45,0.36,0.30;75;;
de;werbung über social media;social media werbung;;Social Media & Content;;;390;25;Mrz 55;0.36;131;Informational;AI Overview, Site Links, Video, Video Carousel, People Also Ask, Related Searches;0.54,0.29,0.36,0.54,0.36,0.36,0.29,0.81,0.36,0.54,0.44,0.44;20;;
de;content creater;Content;;Social Media & Content;;;320;28;0.46;0.20;130;Informational;AI Overview, Reviews, Video, Video Carousel, People Also Ask, Related Searches;0.26,0.07,0.17,0.21,0.07,1.00,0.14,0.72,0.21,0.32,0.21,0.32;75;;
de;content formate;Content;;Social Media & Content;;;320;10;0.00;0.05;114;Informational;Video Carousel, Related Searches, Reviews, People Also Ask, AI Overview, Knowledge Panel, Site Links, Video, Image;0.14,0.81,1.00,0.81,0.66,0.81,0.81,0.81,0.54,0.54,0.43,0.43;20;;
de;content machine;Content;;Social Media & Content;;;320;30;0.00;0.33;107;Informational;Video, Image, Video Carousel, People Also Ask, Related Searches, Image Pack;0.81,0.43,0.54,0.35,0.54,0.54,0.54,0.81,0.54,0.54,0.08,0.43;75;;
de;content marketer;Content;;Social Media & Content;;;320;14;02. Apr;0.02;133;Informational;Site Links, Reviews, Video, People Also Ask, Related Searches, AI Overview;0.36,0.24,0.36,0.20,0.10,0.08,0.08,0.36,0.45,0.36,0.30,0.45;20;;
de;content strategist;Content;;Social Media & Content;;;320;16;Jan 45;0.17;99800000;Informational;Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.36,0.36,0.29,0.23,0.07,0.04,0.10,0.44,0.04,0.10,0.29,0.36;20;;
de;seo content optimierung;Content;;Social Media & Content;;;320;26;0.00;0.33;135;Informational;Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.03,0.30,0.36,0.36,0.36,0.30,0.08,0.08,0.20,0.20,0.24,0.20;20;;
de;seo content strategie;Content;;Social Media & Content;;;320;10;Jan 86;0.13;124;Informational;Related Searches, AI Overview, Site Links, Video, Video Carousel, People Also Ask;0.09,0.54,0.54,0.81,0.81,1.00,0.66,0.66,0.66,0.81,0.66,0.66;20;;
de;content marketing services;Content;;Social Media & Content;;;260;23;0.00;0.02;2420000000;Commercial;Local Pack, Video, People Also Ask, Related Searches;1.00,0.35,0.35,0.22,0.29,0.29,0.29,0.35,0.43,0.35,0.43,0.66;90;;
de;werbung auf social media;social media werbung;;Social Media & Content;;;260;26;Mrz 55;0.36;131;Informational;Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.03,0.08,0.08,0.24,0.08,0.11,0.11,0.16,0.13,0.13,0.13,0.11;20;;
de;werbung social media;social media werbung;;Social Media & Content;;;210;28;Mrz 29;0.31;133;Informational;Video, Adwords Bottom, People Also Ask, Related Searches, AI Overview, Knowledge Panel, Site Links, Reviews;0.23,0.29,0.29,0.36,0.15,0.15,0.29,0.29,0.44,0.29,0.29,0.23;20;;
at;social media marketing wien;marketing wien;;Social Media & Content;;;110;27;Feb 50;0.33;106;Commercial;Related Searches, Local Pack;0.04,0.04,0.01,1.00,0.01,0.01,0.01,0.01,0.10,0.01,0.12,0.04;90;;
at;contentsquare;;;Social Media & Content;;;90;43;Jun 72;0.09;148;Informational, Navigational;Image Pack, Site Links, Reviews, Video, AI Overview, Knowledge Panel, Video Carousel, People Also Ask, Related Searches;0.64,0.64,1.00,0.79,0.36,0.50,0.50,0.79,0.64,0.64,0.64,0.79;20;;
at;social media betreuung preise;;;Social Media & Content;;;30;3;Jan 18;1.00;138;Informational;Image Pack, Site Links, Video, People Also Ask, Related Searches, AI Overview;1.00,0.11,1.00,0.11,0.44,0.11,0.11,0.11,0.11,0.11,0.11,0.11;20;;
de;google ranking verbessern;google ranking;;SEO, Google & Ads;;;2900;30;Apr 75;0.30;130;Informational;Site Links, Reviews, Video, People Also Ask, Related Searches, Adwords Middle, AI Overview;0.16,0.80,0.80,0.80,1.00,1.00,1.00,0.80,0.80,0.80,0.80,0.66;20;;
de;seo online marketing;online marketing;;SEO, Google & Ads;;;880;21;04. Aug;0.09;131;Informational;People Also Ask, Related Searches, AI Overview, Video, Video Carousel;0.24,1.00,1.00,0.76,1.00,1.00,0.55,0.55,0.36,0.30,0.30,0.30;90;;
de;google ads betreuung;google ads;;SEO, Google & Ads;;;720;11;21.89;0.17;106;Informational;Site Links, Reviews, Video, People Also Ask, AI Overview;0.24,0.76,1.00,0.45,0.20,0.36,0.55,0.55,0.55,0.67,0.67,0.55;20;;
de;google ads experte;google ads;;SEO, Google & Ads;;;590;23;27.71;0.35;162;Informational;AI Overview, Video, Adwords Bottom, Related Searches;0.08,0.45,0.36,0.24,0.30,0.36,0.36,0.45,0.55,0.81,0.55,0.62;90;;
de;google ranking erhöhen;google ranking;;SEO, Google & Ads;;;590;30;Apr 72;0.15;134;Informational;Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.04,0.45,0.45,0.45,0.45,0.45,0.45,0.55,0.45,0.36,0.36,0.30;20;;
de;ranking bei google verbessern;google ranking;;SEO, Google & Ads;;;590;22;Mai 24;0.52;132;Informational;Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links;1.00,0.67,0.67,0.67,0.54,0.67,0.67,0.54,0.44,0.36,0.36,0.29;20;;
at;seo and online marketing;online marketing;;SEO, Google & Ads;;;590;19;0.00;0.02;132;Informational;Video, Video Carousel, People Also Ask, AI Overview, Reviews;0.81,1.00,0.81,0.55,0.13,0.09,0.13,0.62,0.13,0.20,0.02,0.11;90;;
de;ranking google verbessern;google ranking;;SEO, Google & Ads;;;480;30;Mai 24;0.52;132;Informational;Related Searches, AI Overview, Site Links, Video, People Also Ask;0.24,0.24,0.24,0.55,0.24,0.20,0.20,0.20,0.20,0.20,0.24,0.20;20;;
de;ranking verbessern google;google ranking;;SEO, Google & Ads;;;480;30;Mai 24;0.52;130;Informational;People Also Ask, Related Searches, AI Overview, Site Links, Video, Adwords Bottom, Video Carousel;0.67,0.20,0.30,0.55,0.16,0.16,0.10,0.16,0.16,0.24,0.16,0.13;20;;
de;google ads agency;google ads;;SEO, Google & Ads;;;390;9;Nov 45;0.22;157;Informational, Commercial;AI Overview, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, Adwords Middle;0.81,0.29,0.36,0.36,0.44,0.44,0.44,0.66,0.36,0.44,0.54,0.66;90;;
de;google maps ranking;google ranking;;SEO, Google & Ads;;;390;30;Jan 87;0.21;106;Informational;Site Links, Reviews, Video, Video Carousel, Related Searches, AI Overview;0.05,0.66,0.66,0.66,0.81,0.81,0.81,0.81,0.66,0.81,0.81,1.00;20;;
de;google ranking faktoren;google ranking;;SEO, Google & Ads;;;390;30;Jan 31;0.04;129;Informational;Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, AI Overview;0.08,0.36,0.45,0.36,0.36,0.55,0.36,0.36,0.36,0.45,0.45,0.45;90;;
de;google analytics beratung;google analytics;;SEO, Google & Ads;;;320;13;0.00;0.08;35200000;Informational;AI Overview, Video, People Also Ask, Adwords Middle;0.15,1.00,0.81,0.81,0.44,0.54,1.00,0.81,0.66,0.44,0.44,0.44;90;;
de;google maps ranking verbessern;google ranking;;SEO, Google & Ads;;;320;15;Feb 76;0.14;100;Informational;Video, People Also Ask, Related Searches, AI Overview, Site Links, Reviews;0.01,0.11,0.11,0.13,0.11,0.11,0.11,0.16,0.16,0.20,0.16,0.20;20;;
de;keywords google ranking;google ranking;;SEO, Google & Ads;;;320;18;Jan 82;0.04;136;Informational, Navigational;Site Links, Video, People Also Ask, Related Searches, AI Overview;0.54,0.35,0.44,0.66,0.28,0.35,0.44,0.54,0.44,0.44,0.54,0.44;20;;
de;kosten google ads;google ads;;SEO, Google & Ads;;;260;23;15.00;0.75;127;Informational;People Also Ask, Related Searches, AI Overview, Site Links, Video, Video Carousel;0.16,0.16,0.16,0.24,0.16,0.10,0.08,0.36,0.30,0.05,0.20,0.06;20;;
de;online werbung schalten;online werbung;;SEO, Google & Ads;;;260;27;14.38;0.59;29400000;Informational;Adwords Bottom, People Also Ask, Related Searches, AI Overview, Video;0.35,0.82,1.00,0.53,0.82,0.82,0.66,0.82,0.82,0.82,0.82,1.00;90;;
de;besseres ranking bei google;google ranking;;SEO, Google & Ads;;;210;30;Mai 49;0.26;130;Informational;Site Links, Reviews, Video, People Also Ask, Related Searches, AI Overview;0.19,1.00,0.80,0.80,0.80,1.00,0.80,1.00,0.80,0.80,1.00,0.80;20;;
de;dsgvo google analytics;google analytics;;SEO, Google & Ads;;;210;30;Jun 66;0.20;106;Informational;Related Searches, AI Overview, Site Links, Reviews, Video, Adwords Bottom, People Also Ask;0.34,1.00,1.00,1.00,0.80,1.00,0.80,0.80,0.80,1.00,1.00,1.00;20;;
de;google ads management;google ads;;SEO, Google & Ads;;;210;15;13.90;0.33;1670000000;Informational, Navigational;Video, Video Carousel, People Also Ask, Related Searches, Adwords Middle, AI Overview, Site Links;0.29,0.54,0.44,0.29,0.36,0.36,0.36,0.36,0.29,0.36,0.36,0.54;20;;
de;google ads specialist;google ads;;SEO, Google & Ads;;;210;30;24.38;0.14;132;Informational;Video, Adwords Top, Video Carousel, People Also Ask, Related Searches, Adwords Middle, AI Overview;0.43,0.43,0.53,0.43,0.66,1.00,0.66,0.82,0.82,0.82,1.00,1.00;90;;
de;google analytics for seo;google analytics;;SEO, Google & Ads;;;210;27;Feb 99;0.11;95;Informational;Adwords Middle, AI Overview, Site Links, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches;0.02,0.23,0.15,0.44,0.66,1.00,0.54,0.12,0.09,0.02,0.01,0.01;20;;
de;google analytics kosten;google analytics;;SEO, Google & Ads;;;210;20;Feb 16;0.12;103;Informational;Site Links, Reviews, People Also Ask, Related Searches, AI Overview;0.35,0.54,0.54,0.43,0.43,0.54,0.35,0.43,0.35,0.35,0.29,0.29;20;;
de;google ranking abfragen;google ranking;;SEO, Google & Ads;;;210;30;Feb 15;0.07;132;Informational;Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.10,0.81,0.81,0.66,0.66,0.54,0.81,0.81,0.66,0.81,0.81,0.81;90;;
de;google ads b2b;google ads;;SEO, Google & Ads;;;170;5;10. Apr;0.39;130;Informational;Site Links, Video, Video Carousel, AI Overview;0.07,0.82,0.82,0.82,1.00,1.00,0.82,0.82,0.66,0.66,0.43,0.53;20;;
de;google analytics seo optimization;google analytics;;SEO, Google & Ads;;;170;29;Feb 55;0.04;104;Informational;Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview;1.00,0.28,0.34,0.21,0.21,0.15,0.65,0.65,0.65,0.28,0.15,0.12;20;;
de;google rankings verbessern;google ranking;;SEO, Google & Ads;;;170;24;Apr 75;0.30;134;Informational;Reviews, Video, Video Carousel, Related Searches, AI Overview, Site Links;0.28,0.81,0.81,0.81,0.34,0.43,0.43,0.65,0.65,0.65,0.65,0.65;20;;
de;seo in google analytics;google analytics;;SEO, Google & Ads;;;170;23;Feb 99;0.11;94;Informational;People Also Ask, Related Searches, AI Overview, Site Links, Video, Video Carousel;0.02,0.29,0.09,0.36,0.54,1.00,0.44,0.09,0.06,0.01,0.01,0.01;20;;
de;google seo rank;google ranking;;SEO, Google & Ads;;;140;27;Feb 23;0.09;63000000;Informational;Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, AI Overview;0.03,1.00,1.00,0.80,0.53,1.00,1.00,1.00,0.80,0.80,0.80,0.80;90;;
de;werbung online schalten;online werbung;;SEO, Google & Ads;;;110;20;Aug 16;0.58;135;Informational;Reviews, Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.43,0.28,0.34,0.53,0.34,0.43,0.28,0.34,0.34,0.28,0.53,0.34;90;;
de;werbung schalten online;online werbung;;SEO, Google & Ads;;;110;18;14.38;0.59;104;Informational;Video, People Also Ask, Related Searches;0.42,0.26,0.26,0.53,0.26,0.19,0.26,0.34,0.42,0.26,0.34,0.34;90;;
at;analytics tools;;;SEO, Google & Ads;;;30;30;Mrz 27;0.46;138;Informational;People Also Ask, Related Searches, AI Overview, Video;0.40,1.00,0.20,1.00,0.20,0.60,0.20,0.80,0.20,0.20,0.20,0.20;75;;
de;personal branding;branding;;Marketing & Agentur allgemein;;;9900;29;Jan 44;0.20;128;Informational;Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Knowledge Panel, Reviews;0.01,0.02,0.03,0.04,0.03,0.04,0.05,0.08,1.00,0.24,0.13,0.05;70;;
de;branding;branding;;Marketing & Agentur allgemein;;;8100;25;Apr 94;0.04;127;Informational;Video Carousel, People Also Ask, Related Searches, AI Overview, Reviews, Video;0.24,0.36,0.29,0.44,0.66,0.66,0.36,0.29,0.24,0.44,0.44,0.29;60;;
at;customer feedback survey;;;Marketing & Agentur allgemein;;;3600;31;0.00;0.00;134;Informational;Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Reviews;0.55,0.30,1.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00;20;;
de;flyer design;flyer;;Marketing & Agentur allgemein;;;1900;24;0.24;0.39;132;Informational;Related Searches, AI Overview, Image Pack, Video, Adwords Top, Adwords Bottom, Video Carousel, People Also Ask;0.35,0.35,0.29,0.35,0.35,0.35,0.29,0.35,0.35,0.29,0.35,0.24;75;;
at;online marketing blog;online marketing;;Marketing & Agentur allgemein;;;1600;28;Mrz 71;0.04;1370000000;Informational;Video, Related Searches;0.05,0.05,0.05,0.03,0.03,0.12,0.03,0.30,1.00,0.54,0.03,0.03;90;;
de;online marketing beratung;online marketing;;Marketing & Agentur allgemein;;;1300;21;Mai 55;0.16;127;Informational;Site Links, Video, People Also Ask, Related Searches;0.24,0.82,0.82,0.44,0.34,1.00,0.82,0.82,0.82,1.00,0.82,0.82;20;;
de;b2b online marketing;online marketing;;Marketing & Agentur allgemein;;;1000;13;Mai 93;0.08;130;Informational;AI Overview, Site Links, Reviews, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches;0.16,0.81,0.81,0.45,0.55,0.62,1.00,1.00,0.81,0.62,1.00,1.00;20;;
at;unternehmensberatung marketing;;;Marketing & Agentur allgemein;;;1000;26;0.00;0.04;5520000;Commercial;Local Pack, Video, People Also Ask, Related Searches;0.03,0.03,0.11,0.06,0.30,1.00,0.03,0.09,0.11,0.03,0.30,0.03;75;;
de;online marketing strategie;online marketing;;Marketing & Agentur allgemein;;;880;30;Mrz 65;0.05;97000000;Informational;AI Overview, Site Links, Video, Video Carousel, People Also Ask, Related Searches;0.13,0.84,0.84,0.46,0.68,1.00,0.84,0.84,0.68,0.46,0.52,0.68;20;;
de;erstellung flyer;flyer;;Marketing & Agentur allgemein;;;720;25;01. Mai;1.00;129;Informational;AI Overview, Reviews, Video, Adwords Top, Adwords Bottom, Video Carousel, People Also Ask, Related Searches;0.02,0.04,0.03,0.03,0.03,0.04,0.15,0.03,0.07,0.05,0.08,0.08;75;;
de;flyer gestaltung;flyer;;Marketing & Agentur allgemein;;;720;23;Jan 25;1.00;12100000;Informational;Adwords Bottom, People Also Ask, Related Searches, Adwords Middle, AI Overview, Video, Image;0.16,0.20,0.20,0.45,0.36,0.81,0.16,0.20,0.62,0.81,0.24,0.24;75;;
at;online marketing graz;online marketing;;Marketing & Agentur allgemein;;;720;27;Mrz 82;0.13;109;Commercial;Local Pack, Related Searches;0.02,0.01,0.01,0.01,0.01,0.04,1.00,0.20,0.20,0.43,0.06,0.09;90;;
